#name	ftp_path	organism	assembly_level
Ci_freun_GCF_003812345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/345/GCF_003812345.1_ASM381234v1	Citrobacter freundii	Complete Genome
Ci_kos_ATCC_BAA_895_GCF_000018045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/045/GCF_000018045.1_ASM1804v1	Citrobacter koseri	Complete Genome
Ci_pasteurii_GCF_019047765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/047/765/GCF_019047765.1_ASM1904776v1	Citrobacter pasteurii	Complete Genome
Ci_port_GCF_008693605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/605/GCF_008693605.1_ASM869360v1	Citrobacter portucalensis	Complete Genome
Ci_rod_NBRC_105723_DSM_16636_GCF_021278985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/278/985/GCF_021278985.1_ASM2127898v1	Citrobacter rodentium	Complete Genome
Ci_wer_GCF_008693645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/645/GCF_008693645.1_ASM869364v1	Citrobacter werkmanii	Complete Genome
Ci_you_GCF_900638065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/065/GCF_900638065.1_55685_A01	Citrobacter youngae	Complete Genome
Cla_mich_michiganensis_GCF_009739655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/655/GCF_009739655.1_ASM973965v1	Clavibacter michiganensis	Complete Genome
Cloa_caeni_GCF_907163105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/105/GCF_907163105.1_CB-03_assembly	Cloacibacterium caeni	Complete Genome
Clostridio_dif_GCF_018885085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/885/085/GCF_018885085.1_ASM1888508v1	Clostridioides difficile	Complete Genome
Clostridium_acetob_DSM_1731_GCF_000218855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/855/GCF_000218855.1_ASM21885v1	Clostridium acetobutylicum	Complete Genome
Clostridium_aut_DSM_10061_GCF_001484725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/725/GCF_001484725.1_ASM148472v1	Clostridium autoethanogenum	Complete Genome
Clostridium_bara_GCF_001991075_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/991/075/GCF_001991075.2_ASM199107v2	Clostridium baratii	Complete Genome
Clostridium_bei_GCF_018223745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/223/745/GCF_018223745.1_ASM1822374v1	Clostridium beijerinckii	Complete Genome
Clostridium_bot_A_ATCC_3502_GCF_000063585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1	Clostridium botulinum	Complete Genome
Clostridium_butyricum_GCF_001886875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/875/GCF_001886875.1_ASM188687v1	Clostridium butyricum	Complete Genome
Clostridium_chau_GCF_002327205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/327/205/GCF_002327205.1_ASM232720v1	Clostridium chauvoei	Complete Genome
Clostridium_formicac_GCF_002080475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/475/GCF_002080475.1_ASM208047v1	Clostridium formicaceticum	Complete Genome
Clostridium_GCF_001856695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/695/GCF_001856695.1_ASM185669v1	Clostridium pasteurianum	Complete Genome
Clostridium_klu_NBRC_12016_GCF_000010265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/265/GCF_000010265.1_ASM1026v1	Clostridium kluyveri	Complete Genome
Clostridium_nov_GCF_003614235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/614/235/GCF_003614235.1_ASM361423v1	Clostridium novyi	Complete Genome
Clostridium_perfr_GCF_020138775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/138/775/GCF_020138775.1_ASM2013877v1	Clostridium perfringens	Complete Genome
Clostridium_roseum_GCF_002006215_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/215/GCF_002006215.2_ASM200621v2	Clostridium roseum	Complete Genome
Clostridium_saccharob_DSM_13864_GCF_000473995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/995/GCF_000473995.1_ASM47399v1	Clostridium saccharobutylicum	Complete Genome
Clostridium_saccharop_N1_4_HMT_GCF_000340885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/885/GCF_000340885.1_ASM34088v1	Clostridium saccharoperbutylacetonicum	Complete Genome
Clostridium_septi_GCF_003606265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/265/GCF_003606265.1_ASM360626v1	Clostridium septicum	Complete Genome
Clostridium_sporo_GCF_020450145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/450/145/GCF_020450145.1_ASM2045014v1	Clostridium sporogenes	Chromosome
Clostridium_tet_E88_GCF_000007625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/625/GCF_000007625.1_ASM762v1	Clostridium tetani	Complete Genome
Clostridium_tyrob_GCF_001642655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/655/GCF_001642655.1_ASM164265v1	Clostridium tyrobutyricum	Complete Genome
Collim_are_GCF_001584205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/584/205/GCF_001584205.1_ASM158420v1	Collimonas arenae	Complete Genome
Collim_fungiv_GCF_001584145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/584/145/GCF_001584145.1_ASM158414v1	Collimonas fungivorans	Complete Genome
Collim_prat_GCF_001584225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/584/225/GCF_001584225.1_ASM158422v1	Collimonas pratensis	Complete Genome
Collin_aerof_GCF_002736145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/145/GCF_002736145.1_ASM273614v1	Collinsella aerofaciens	Complete Genome
Coma_aquatica_GCF_018064205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/064/205/GCF_018064205.1_ASM1806420v1	Comamonas aquatica	Complete Genome
Coma_kers_GCF_002056725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/725/GCF_002056725.1_ASM205672v1	Comamonas kerstersii	Complete Genome
Coma_tes_GCF_016599875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/599/875/GCF_016599875.1_ASM1659987v1	Comamonas testosteroni	Chromosome
Coma_thio_GCF_020886175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/175/GCF_020886175.1_ASM2088617v1	Comamonas thiooxydans	Complete Genome
Comp_all_GCF_001971585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/585/GCF_001971585.1_ASM197158v1	Companilactobacillus allii	Complete Genome
Comp_fut_GCF_006007945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/007/945/GCF_006007945.1_ASM600794v1	Companilactobacillus futsaii	Complete Genome
Con_stee_GCF_014054725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/054/725/GCF_014054725.1_ASM1405472v1	Conchiformibius steedae	Complete Genome
Cora_corallo_DSM_2259_GCF_000255295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/295/GCF_000255295.1_ASM25529v1	Corallococcus coralloides	Complete Genome
Cora_macros_DSM_14697_GCF_002305895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/895/GCF_002305895.1_ASM230589v1	Corallococcus macrosporus	Complete Genome
Cory_amm_GCF_902381765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/765/GCF_902381765.1_UHGG_MGYG-HGUT-01533	Corynebacterium ammoniagenes	Complete Genome
Cory_amyc_GCF_016728725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/725/GCF_016728725.1_ASM1672872v1	Corynebacterium amycolatum	Complete Genome
Cory_aurim_ATCC_700975_GCF_000022905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/905/GCF_000022905.1_ASM2290v1	Corynebacterium aurimucosum	Complete Genome
Cory_campo_GCF_000980815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/815/GCF_000980815.1_ASM98081v1	Corynebacterium camporealensis	Complete Genome
Cory_dip_bv_mitis_ISS_3319_GCF_002843135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/135/GCF_002843135.1_ASM284313v1	Corynebacterium diphtheriae	Complete Genome
Cory_fal_GCF_020097615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/615/GCF_020097615.1_ASM2009761v1	Corynebacterium falsenii	Complete Genome
Cory_gluc_GCF_016728645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/645/GCF_016728645.1_ASM1672864v1	Corynebacterium glucuronolyticum	Complete Genome
Cory_glut_SCgG2_GCF_000404185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/185/GCF_000404185.1_ASM40418v1	Corynebacterium glutamicum	Complete Genome
Cory_hind_GCF_014117265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/117/265/GCF_014117265.1_ASM1411726v1	Corynebacterium hindlerae	Chromosome
Cory_imi_GCF_900187215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/215/GCF_900187215.1_52295_D01	Corynebacterium imitans	Complete Genome
Cory_jei_K411_GCF_000006605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/605/GCF_000006605.1_ASM660v1	Corynebacterium jeikeium	Complete Genome
Cory_kro_DSM_44385_GCF_000023145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/145/GCF_000023145.1_ASM2314v1	Corynebacterium kroppenstedtii	Complete Genome
Cory_kut_GCF_000980835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/835/GCF_000980835.1_ASM98083v1	Corynebacterium kutscheri	Complete Genome
Cory_min_GCF_900478045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/045/GCF_900478045.1_47555_C02	Corynebacterium minutissimum	Complete Genome
Cory_propin_GCF_016728665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/665/GCF_016728665.1_ASM1672866v1	Corynebacterium propinquum	Complete Genome
Cory_pseudot_GCF_001865765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/765/GCF_001865765.1_ASM186576v1	Corynebacterium pseudotuberculosis	Complete Genome
Cory_ren_GCF_900478035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/035/GCF_900478035.1_47555_E02	Corynebacterium renale	Complete Genome
Cory_rie_GCF_001263755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/755/GCF_001263755.1_ASM126375v1	Corynebacterium riegelii	Chromosome
Cory_silv_GCF_002162115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/115/GCF_002162115.1_ASM216211v1	Corynebacterium silvaticum	Complete Genome
Cory_simu_GCF_001586235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/235/GCF_001586235.1_ASM158623v1	Corynebacterium simulans	Complete Genome
Cory_stat_GCF_001941345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/345/GCF_001941345.1_ASM194134v1	Corynebacterium stationis	Complete Genome
Cory_str_GCF_016728105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/105/GCF_016728105.1_ASM1672810v1	Corynebacterium striatum	Complete Genome
Cory_tuberculost_GCF_016728365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/365/GCF_016728365.1_ASM1672836v1	Corynebacterium tuberculostearicum	Complete Genome
Cory_ube_GCF_020616335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/616/335/GCF_020616335.1_ASM2061633v1	Corynebacterium uberis	Complete Genome
Cory_ulc_GCF_000769635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/635/GCF_000769635.1_ASM76963v1	Corynebacterium ulcerans	Complete Genome
Cory_ureal_GCF_900187235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/235/GCF_900187235.1_52184_D01	Corynebacterium urealyticum	Complete Genome
Cory_xer_GCF_003641245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/641/245/GCF_003641245.1_ASM364124v1	Corynebacterium xerosis	Complete Genome
Croc_marinus_GCF_014211955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/211/955/GCF_014211955.1_ASM1421195v1	Croceicoccus marinus	Complete Genome
Cron_malo_LMG_23826_GCF_001277215_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/215/GCF_001277215.2_ASM127721v2	Cronobacter malonaticus	Complete Genome
Cron_saka_GCF_003516125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/125/GCF_003516125.1_ASM351612v3	Cronobacter sakazakii	Complete Genome
Cun_divu_GCF_900090055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/090/055/GCF_900090055.1_C.divulgatum_PM4	Cuniculiplasma divulgatum	Complete Genome
Cup_bas_GCF_008801925_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/801/925/GCF_008801925.2_ASM880192v2	Cupriavidus basilensis	Complete Genome
Cup_gil_GCF_013347325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/347/325/GCF_013347325.1_ASM1334732v1	Cupriavidus gilardii	Complete Genome
Cup_neca_H16_GCF_004798725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/798/725/GCF_004798725.1_ASM479872v1	Cupriavidus necator	Complete Genome
Cup_neoc_GCF_900250125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/250/125/GCF_900250125.1_CBM2607	Cupriavidus neocaledonicus	Chromosome
Cup_oxa_GCF_008807855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/855/GCF_008807855.1_ASM880785v1	Cupriavidus oxalaticus	Complete Genome
Cup_tai_LMG_19424_GCF_000069785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/785/GCF_000069785.1_ASM6978v1	Cupriavidus taiwanensis	Chromosome
Cur_flac_pv_flaccumfaciens_GCF_017909455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/909/455/GCF_017909455.1_ASM1790945v1	Curtobacterium flaccumfaciens	Complete Genome
Cut_acn_HL096PA1_GCF_000376705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/705/GCF_000376705.1_ASM37670v1	Cutibacterium acnes	Complete Genome
Cut_avid_44067_GCF_000367205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/205/GCF_000367205.1_ASM36720v1	Cutibacterium avidum	Complete Genome
Cut_mod_GCF_001717565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/565/GCF_001717565.1_ASM171756v1	Cutibacterium modestum	Complete Genome
Cyl_rac_N8_GCF_018139025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/139/025/GCF_018139025.1_ASM1813902v1	Cylindrospermopsis raciborskii	Complete Genome
Cyt_solani_GCF_006704205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/704/205/GCF_006704205.1_ASM670420v1	Cytobacillus solani	Complete Genome
Dehalob_res_GCF_009796305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/305/GCF_009796305.1_ASM979630v1	Dehalobacter restrictus	Complete Genome
Dehaloc_mcc_CG4_GCF_000830905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/905/GCF_000830905.1_ASM83090v1	Dehalococcoides mccartyi	Complete Genome
Dei_actinos_GCF_001507665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/665/GCF_001507665.1_ASM150766v1	Deinococcus actinosclerus	Complete Genome
Dei_radiod_ATCC_13939_GCF_020546685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/546/685/GCF_020546685.1_ASM2054668v1	Deinococcus radiodurans	Complete Genome
Dei_wul_R12_GCF_011067105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/067/105/GCF_011067105.1_ASM1106710v1	Deinococcus wulumuqiensis	Complete Genome
Del_lacu_GCF_016027815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/815/GCF_016027815.1_ASM1602781v1	Delftia lacustris	Complete Genome
Dermab_jin_GCF_902381725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/725/GCF_902381725.1_UHGG_MGYG-HGUT-01448	Dermabacter jinjuensis	Chromosome
Dermab_vaginal_GCF_001678905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/905/GCF_001678905.1_ASM167890v1	Dermabacter vaginalis	Complete Genome
Dermac_nis_GCF_000725405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/405/GCF_000725405.1_ASM72540v1	Dermacoccus nishinomiyaensis	Complete Genome
Desulfi_haf_DCB_2_GCF_000021925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/925/GCF_000021925.1_ASM2192v1	Desulfitobacterium hafniense	Complete Genome
Desulfoc_multivora_GCF_002009335_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/335/GCF_002009335.2_ASM200933v2	Desulfococcus multivorans	Complete Genome
Desulfol_sulfo_GCF_013376475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/376/475/GCF_013376475.1_ASM1337647v1	Desulfolutivibrio sulfoxidireducens	Complete Genome
Desulfos_ovata_sediminis_GCF_009688985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/985/GCF_009688985.1_ASM968898v1	Desulfosarcina ovata	Complete Genome
Desulfov_des_GCF_017815575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/815/575/GCF_017815575.1_ASM1781557v1	Desulfovibrio desulfuricans	Complete Genome
Desulfov_vulgaris_DP4_GCF_000015485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/485/GCF_000015485.1_ASM1548v1	Desulfovibrio vulgaris	Complete Genome
Desulfuri_indicum_S5_GCF_000177635_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/635/GCF_000177635.2_ASM17763v2	Desulfurispirillum indicum	Complete Genome
Desulfuro_amyloly_DSM_16532_GCF_000231015_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/015/GCF_000231015.2_ASM23101v3	Desulfurococcus amylolyticus	Complete Genome
Dich_nod_VCS1703A_GCF_000015345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/345/GCF_000015345.1_ASM1534v1	Dichelobacter nodosus	Complete Genome
Dick_chry_Ech1591_GCF_000023565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/565/GCF_000023565.1_ASM2356v1	Dickeya chrysanthemi	Complete Genome
Dick_dad_3937_GCF_000147055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/055/GCF_000147055.1_ASM14705v1	Dickeya dadantii	Complete Genome
Dick_dian_GCF_003403135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/135/GCF_003403135.1_ASM340313v1	Dickeya dianthicola	Complete Genome
Dick_fan_GCF_002812485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/485/GCF_002812485.1_ASM281248v1	Dickeya fangzhongdai	Complete Genome
Dick_poac_GCF_007858975_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/858/975/GCF_007858975.2_ASM785897v2	Dickeya poaceiphila	Complete Genome
Dick_solani_GCF_002846995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/846/995/GCF_002846995.1_ASM284699v1	Dickeya solani	Complete Genome
Dick_zeae_GCF_002887555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/887/555/GCF_002887555.1_ASM288755v1	Dickeya zeae	Complete Genome
Din_shibae_DFL_12_DSM_16493_GCF_000018145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/145/GCF_000018145.1_ASM1814v1	Dinoroseobacter shibae	Complete Genome
Dol_pig_GCF_003263915_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/263/915/GCF_003263915.2_ASM326391v2	Dolosigranulum pigrum	Chromosome
Ed_angui_ET080813_GCF_000264765_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/765/GCF_000264765.2_ASM26476v2	Edwardsiella anguillarum	Complete Genome
Ed_hosh_GCF_016026395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/026/395/GCF_016026395.1_ASM1602639v1	Edwardsiella hoshinae	Complete Genome
Ed_ict_GCF_003074995_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/995/GCF_003074995.2_ASM307499v2	Edwardsiella ictaluri	Complete Genome
Ed_piscic_GCF_021733145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/733/145/GCF_021733145.1_ASM2173314v1	Edwardsiella piscicida	Complete Genome
Ed_tar_GCF_002504285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/285/GCF_002504285.1_ASM250428v1	Edwardsiella tarda	Complete Genome
Eg_lenta_GCF_021378605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/378/605/GCF_021378605.1_ASM2137860v1	Eggerthella lenta	Complete Genome
Eh_canis_Jake_GCF_000012565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/565/GCF_000012565.1_ASM1256v1	Ehrlichia canis	Complete Genome
Eh_chaf_West_Paces_GCF_000632965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/965/GCF_000632965.1_ASM63296v1	Ehrlichia chaffeensis	Complete Genome
Eh_rumina_GCF_013460375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/460/375/GCF_013460375.1_ASM1346037v1	Ehrlichia ruminantium	Complete Genome
Ei_corro_GCF_900187105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/105/GCF_900187105.1_50618_F01	Eikenella corrodens	Complete Genome
El_ano_GCF_001618505_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/505/GCF_001618505.2_ASM161850v2	Elizabethkingia anophelis	Complete Genome
El_bruu_GCF_016599835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/599/835/GCF_016599835.1_ASM1659983v1	Elizabethkingia bruuniana	Complete Genome
El_meningo_GCF_002022145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/145/GCF_002022145.1_ASM202214v1	Elizabethkingia meningoseptica	Complete Genome
Ens_adh_GCF_000697965_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/965/GCF_000697965.2_ASM69796v2	Ensifer adhaerens	Complete Genome
Enterob_asb_GCF_007035645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/035/645/GCF_007035645.1_ASM703564v1	Enterobacter asburiae	Complete Genome
Enterob_bug_GCF_015137655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/137/655/GCF_015137655.1_ASM1513765v1	Enterobacter bugandensis	Complete Genome
Enterob_canc_GCF_019665745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/665/745/GCF_019665745.1_ASM1966574v1	Enterobacter cancerogenus	Chromosome
Enterob_cloacae_GCF_000770155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/155/GCF_000770155.1_ASM77015v1	Enterobacter cloacae	Complete Genome
Enterob_horm_GCF_019048625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/048/625/GCF_019048625.1_ASM1904862v1	Enterobacter hormaechei	Complete Genome
Enterob_lud_GCF_001750725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/725/GCF_001750725.1_ASM175072v1	Enterobacter ludwigii	Complete Genome
Enterob_mori_GCF_022014715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/014/715/GCF_022014715.1_ASM2201471v1	Enterobacter mori	Complete Genome
Enterob_rog_GCF_001729805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/805/GCF_001729805.1_ASM172980v1	Enterobacter roggenkampii	Complete Genome
Enterocl_bol_GCF_002234575_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/575/GCF_002234575.2_ASM223457v2	Enterocloster bolteae	Complete Genome
Enteroco_cass_EC20_GCF_000157355_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/355/GCF_000157355.2_ASM15735v2	Enterococcus casseliflavus	Complete Genome
Enteroco_cec_GCF_900474605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/605/GCF_900474605.1_41594_C01	Enterococcus cecorum	Complete Genome
Enteroco_dura_GCF_002277935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/935/GCF_002277935.1_ASM227793v1	Enterococcus durans	Complete Genome
Enteroco_faecium_GCF_009734005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/005/GCF_009734005.1_ASM973400v2	Enterococcus faecium	Complete Genome
Enteroco_hirae_GCF_002278015_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/015/GCF_002278015.2_ASM227801v2	Enterococcus hirae	Complete Genome
Enteroco_lactis_GCF_019343125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/343/125/GCF_019343125.1_ASM1934312v1	Enterococcus lactis	Complete Genome
Enteroco_mun_GCF_002813755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/755/GCF_002813755.1_ASM281375v1	Enterococcus mundtii	Complete Genome
Enteroco_raffinos_GCF_019175485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/175/485/GCF_019175485.1_ASM1917548v1	Enterococcus raffinosus	Complete Genome
Enteroco_thailandi_GCF_002290025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/025/GCF_002290025.1_ASM229002v1	Enterococcus thailandicus	Complete Genome
Ep_vand_GCF_003860525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/525/GCF_003860525.1_ASM386052v1	Epilithonimonas vandammei	Complete Genome
Erw_amylovora_CFBP1430_GCF_000091565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/565/GCF_000091565.1_ASM9156v1	Erwinia amylovora	Complete Genome
Erw_bill_Eb661_GCF_000196615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/615/GCF_000196615.1_ASM19661v1	Erwinia billingiae	Complete Genome
Erw_geru_GCF_020342335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/342/335/GCF_020342335.1_ASM2034233v1	Erwinia gerundensis	Complete Genome
